date,id,price,bedrooms,bathrooms,m2_living,m2_lot,floors,waterfront,view,condition,grade,m2_above,m2_basement,yr_built,yr_renovated,zipcode,lat,long,m2_living15,m2_lot15,price_m2
2014-07-07,3834500195,527000.0,6,3.5,278.709,780.478103,1.0,0,0,3,8,139.3545,139.3545,1979,0,98125,47.7226,-122.299,130.0642,780.663909,1890.8610773243777
2015-05-06,2207100405,423000.0,4,1.75,160.72219,673.082235,1.0,0,0,4,7,81.75464,78.96755,1955,0,98007,47.5995,-122.144,143.99965,673.082235,2631.870558757319
2014-09-27,9482700475,875000.0,4,3.5,264.77355,410.25964799999997,1.5,0,0,3,7,189.52212,75.25143,1926,0,98103,47.6835,-122.342,172.79958,410.25964799999997,3304.710761327935
2014-07-29,7905200386,410000.0,3,1.0,94.76106,641.309409,1.0,0,0,3,7,94.76106,0.0,1951,0,98116,47.571,-122.392,133.78032,620.406234,4326.671736259598
2015-03-16,8680500090,606000.0,3,2.5,204.3866,557.882515,2.0,0,0,3,9,204.3866,0.0,1997,0,98072,47.7408,-122.169,215.53496,566.522494,2964.969327734793
2015-05-01,3424089119,654000.0,3,2.5,301.00572,5652.21852,2.0,0,0,3,7,301.00572,0.0,1997,0,98045,47.5192,-121.764,238.76071,19020.216996,2172.7161862571916
2014-07-09,1437500015,150000.0,3,0.75,45.52247,3576.7655,1.5,0,0,4,5,45.52247,0.0,1959,0,98014,47.7112,-121.315,74.3224,1699.846191,3295.07603607625
2014-11-09,3298700110,373000.0,3,2.5,277.77997,629.046213,1.0,0,0,3,7,143.99965,133.78032,2003,0,98106,47.5237,-122.353,167.2254,629.046213,1342.7894027060338
2014-05-29,6300000337,550000.0,5,2.0,227.61235,881.463664,1.0,0,0,4,7,115.19972,112.41263,1900,1955,98133,47.7056,-122.34,121.70293,528.896779,2416.3890931225833
2014-05-21,8561200110,512500.0,3,2.5,176.5157,706.434412,2.0,0,0,3,8,176.5157,0.0,1990,0,98033,47.7002,-122.188,183.94794,890.289449,2903.424454595257
2015-04-28,2781250110,360000.0,4,2.5,245.26391999999998,686.367364,2.0,0,0,3,7,245.26391999999998,0.0,2003,0,98038,47.3505,-122.027,245.26391999999998,592.999849,1467.8065978885113
2014-09-26,4442800008,369000.0,3,2.0,124.49002,137.49644,3.0,0,0,3,8,124.49002,0.0,1997,0,98117,47.6904,-122.393,124.49002,122.724863,2964.093025288292
2014-12-30,2619920110,825000.0,4,2.5,299.14766,488.855586,2.0,0,0,3,9,299.14766,0.0,2003,0,98033,47.6878,-122.162,299.14766,457.175663,2757.8353780203397
2014-12-01,7334501130,255000.0,3,2.0,86.39979,1066.061925,1.0,0,0,3,7,86.39979,0.0,1978,0,98045,47.4644,-121.745,118.91584,1045.15875,2951.3960624209853
2014-05-28,9471200115,1285000.0,4,2.5,301.00572,1003.3524,1.0,0,0,3,10,209.96078,91.04494,1946,0,98105,47.6709,-122.262,324.23147,1003.3524,4269.021864435002
2014-08-08,2597500090,270000.0,5,2.5,244.33489,786.88841,1.5,0,0,4,8,244.33489,0.0,1968,0,98002,47.2863,-122.196,165.36734,796.643225,1105.0407086765217
2014-09-24,8665050490,480680.0,3,2.5,160.72219,457.454372,2.0,0,0,3,8,160.72219,0.0,1996,0,98029,47.5672,-122.005,149.57383,400.690639,2990.750686012927
2015-03-03,1736800740,525000.0,4,1.75,196.95436,717.675675,1.0,0,0,3,8,113.34166,83.6127,1965,0,98007,47.6003,-122.144,200.67048,717.675675,2665.5921706937584
2014-06-23,6163901751,291500.0,3,1.0,81.75464,858.237914,1.5,0,0,5,6,81.75464,0.0,1946,0,98155,47.7494,-122.319,108.69651,858.237914,3565.5468607041757
2014-12-30,2323059184,305000.0,4,2.0,167.2254,1258.928553,1.0,0,0,4,7,167.2254,0.0,1974,0,98059,47.4721,-122.128,160.72219,1258.928553,1823.8856058947981
2015-05-07,7349650490,285000.0,3,1.75,148.6448,696.7725,1.0,0,0,3,7,148.6448,0.0,1998,0,98002,47.2831,-122.199,150.50286,693.149283,1917.3223684918678
2014-09-16,1025039086,1875000.0,3,2.5,304.72184,2704.499233,2.0,1,3,3,11,304.72184,0.0,1925,0,98199,47.6699,-122.416,327.94759,1957.837822,6153.152658831412
2015-01-08,274100090,329500.0,5,1.75,305.65087,743.224,1.0,0,0,3,7,166.29637,139.3545,1968,0,98030,47.3733,-122.214,221.10914,650.321,1078.027358469485
2014-07-08,3342104046,1570000.0,4,2.25,268.48967,1693.250078,3.0,1,4,3,10,268.48967,0.0,1984,0,98056,47.5169,-122.209,266.63161,1035.961353,5847.524785590448
2014-08-11,7893801862,379260.0,3,2.5,160.72219,669.087406,1.0,0,0,3,7,123.56099,37.1612,1991,0,98198,47.4099,-122.329,195.09629999999999,754.836875,2359.723943532626
2014-07-09,7852060490,356000.0,3,2.5,147.71577,316.892133,2.0,0,0,3,7,147.71577,0.0,2000,0,98065,47.5303,-121.878,147.71577,316.892133,2410.033810201849
2014-12-01,7923300115,571900.0,4,1.75,158.86413,831.203141,1.0,0,0,4,7,158.86413,0.0,1956,0,98007,47.5947,-122.135,126.34808,941.386099,3599.931589339897
2014-08-21,2868300115,271500.0,3,1.75,185.341485,1705.69908,2.0,0,0,3,7,185.341485,0.0,1957,0,98198,47.4129,-122.322,183.94794,1267.19692,1464.8636272661784
2015-03-16,9477001270,390000.0,3,1.75,120.7739,931.81709,1.0,0,0,4,7,120.7739,0.0,1967,0,98034,47.7359,-122.192,141.21256,716.560839,3229.174515354725
2015-05-12,522069119,550000.0,3,2.5,252.69616,5788.78593,1.0,0,0,3,8,189.52212,63.17404,1985,0,98038,47.4168,-122.074,257.34131,18979.711288,2176.5269404964447
2015-01-05,2025049175,755000.0,2,2.5,126.34808,192.30921,2.0,0,0,3,8,126.34808,0.0,1999,0,98102,47.6423,-122.329,178.37376,194.353076,5975.555782090239
2014-11-18,2771604226,509500.0,2,2.5,147.71577,137.960955,2.0,0,0,3,8,120.7739,26.94187,1994,0,98199,47.6375,-122.387,174.65764,341.418525,3449.191646904051
2015-03-25,2917200615,486700.0,2,1.0,111.4836,583.245034,1.0,0,0,3,7,100.33524,11.14836,1942,0,98103,47.7001,-122.351,111.4836,577.020533,4365.6645461754015
2014-07-28,9551201295,527500.0,2,1.0,108.69651,278.709,1.5,0,0,3,7,108.69651,0.0,1910,0,98103,47.6697,-122.338,142.14159,371.612,4852.96170042626
2014-08-15,7443000985,475000.0,5,2.5,186.73503,334.4508,1.5,0,0,3,6,140.28353,46.4515,1912,0,98119,47.6522,-122.366,165.36734,334.4508,2543.7112683142527
2014-08-27,3395041194,268000.0,3,2.75,174.65764,166.575079,2.0,0,0,3,7,168.15443,6.50321,2001,0,98108,47.5405,-122.293,167.2254,235.694911,1534.4304434664296
2015-04-16,1024069162,562000.0,3,2.0,301.93475,4694.295687,2.0,0,0,4,8,301.93475,0.0,1978,0,98075,47.5849,-122.016,220.18010999999998,4411.03444,1861.3293103890824
2014-07-22,5452800735,780000.0,4,2.5,210.88981,1249.452447,1.0,0,0,4,9,121.70293,89.18688,1975,0,98040,47.5416,-122.232,261.05743,1251.867925,3698.6139823446188
2015-01-06,2902200015,700000.0,9,3.0,341.88304,408.7732,2.0,0,0,3,7,262.91549,78.96755,1908,0,98102,47.6374,-122.324,182.08988,227.61235,2047.4838412575248
2014-09-02,1698900195,710000.0,3,2.0,174.65764,278.709,1.0,0,0,4,8,96.61912,78.03852,1931,0,98109,47.6418,-122.351,166.29637,278.709,4065.095577840168
2014-06-12,442000015,445000.0,3,1.0,97.54814999999999,526.202592,1.0,0,0,4,7,84.54173,13.00642,1947,0,98115,47.6897,-122.285,139.3545,526.202592,4561.8497121677865
2014-09-15,222069058,729000.0,3,3.25,209.03175,5625.090844,1.0,0,0,3,9,209.03175,0.0,2005,0,98038,47.4246,-122.014,256.41228,7810.35521,3487.508476583103
2014-06-18,2926049449,384400.0,3,3.25,156.913167,128.949364,3.0,0,0,3,8,156.913167,0.0,2008,0,98125,47.7174,-122.317,135.545477,128.577752,2449.762549244832
2015-03-27,6071800100,815000.0,6,3.0,265.70258,1658.597259,1.0,0,0,3,8,132.85129,132.85129,1962,2015,98006,47.546,-122.175,178.37376,1249.731156,3067.339428920863
2014-10-29,4003000110,865000.0,4,2.5,251.76713,378.022307,3.0,0,0,4,10,251.76713,0.0,1990,0,98122,47.604,-122.288,168.15443,333.150158,3435.714582757487
2014-08-28,925059198,514000.0,3,2.0,164.43831,668.9016,1.0,0,0,4,7,164.43831,0.0,1967,0,98033,47.6642,-122.173,209.03175,1045.15875,3125.7922803998654
2014-05-20,6072700110,615000.0,4,2.75,261.98646,1225.669279,1.0,0,0,3,8,172.79958,89.18688,1965,0,98006,47.5579,-122.174,239.68974,1225.669279,2347.4495590344627
2014-10-16,1926069143,865000.0,4,3.25,315.8702,9213.19051,1.0,0,0,4,8,185.806,130.0642,1980,0,98072,47.7293,-122.099,321.44438,4451.91176,2738.4666233155262
2014-10-13,2871000300,755000.0,4,2.5,288.92833,643.81779,2.0,0,0,3,9,288.92833,0.0,2004,0,98052,47.7011,-122.112,287.07027,650.321,2613.104779306342
2015-04-27,6163900301,425000.0,4,1.0,137.49644,773.0458629999999,1.0,0,0,3,7,100.33524,37.1612,1953,0,98155,47.7629,-122.318,146.78674,789.861306,3090.989119427383
2014-06-18,4318200090,375000.0,2,1.0,87.32882,914.072617,1.0,0,0,3,6,87.32882,0.0,1910,0,98136,47.5379,-122.386,123.56099,811.97222,4294.115047014262
2015-04-24,9526600090,750000.0,4,2.5,248.98004,422.522844,2.0,0,0,3,8,248.98004,0.0,2009,0,98052,47.7073,-122.114,255.48325,422.522844,3012.2896598458256
2014-09-26,629420100,722000.0,4,2.75,296.36057,502.419424,2.0,0,0,3,9,296.36057,0.0,2005,0,98075,47.5903,-121.988,293.57348,536.329019,2436.2215256908166
2015-03-31,6905200215,1011000.0,3,2.5,178.37376,416.20544,2.0,0,1,3,9,178.37376,0.0,1949,1997,98119,47.6472,-122.373,166.29637,418.0635,5667.874019138241
2014-06-25,7202430110,725000.0,3,2.5,242.47683,697.70153,2.0,0,0,3,9,242.47683,0.0,1996,0,98052,47.6648,-122.137,242.47683,785.7735739999999,2989.976403106227
2014-09-30,87000245,170000.0,3,0.75,96.61912,3918.64854,1.0,0,0,2,6,96.61912,0.0,1947,0,98055,47.4518,-122.199,117.98681,2238.03327,1759.4861141355873
2015-05-01,6667400090,845000.0,4,3.25,267.56064,3280.869445,1.0,0,0,3,11,210.88981,56.67083,1982,0,98005,47.6587,-122.163,177.44473,15549.918334,3158.162575780952
2015-01-15,6802200100,271900.0,3,2.0,134.70935,814.852213,2.0,0,0,4,7,134.70935,0.0,1991,0,98022,47.1947,-121.989,134.70935,803.889659,2018.4196568389648
2014-06-05,913000315,1300000.0,6,4.5,362.507506,360.46364,3.0,0,4,4,9,258.456146,104.05136,1977,0,98116,47.5837,-122.399,102.1933,359.53461,3586.1326413472943
2014-12-22,8732030490,261500.0,4,2.5,228.54138,724.6434,1.0,0,0,3,8,139.3545,89.18688,1977,0,98023,47.3081,-122.384,205.31563,724.6434,1144.212921091139
2014-05-16,3629920600,619500.0,3,2.5,201.59951,464.515,2.0,0,0,3,9,201.59951,0.0,2003,0,98029,47.5458,-121.996,201.59951,464.515,3072.924135579496
2014-06-10,1524079156,435000.0,5,2.25,183.01891,1416.492041,1.0,0,0,3,7,134.70935,48.30956,1986,0,98024,47.5669,-121.905,120.7739,1003.3524,2376.8035772915487
2014-10-03,6450301690,210000.0,3,1.0,92.903,506.692962,1.0,0,0,3,7,92.903,0.0,1954,0,98133,47.7339,-122.337,122.63195999999999,487.74075,2260.4221607483073
2014-11-26,5309101050,489950.0,3,2.0,146.78674,372.54103,1.0,0,0,4,7,73.39337,73.39337,1909,0,98117,47.6769,-122.371,125.41905,497.03105,3337.8355565359648
2014-05-08,8857600820,260000.0,4,1.5,197.88339,817.5464,1.0,0,0,3,7,102.1933,95.69009,1962,0,98032,47.383,-122.288,137.49644,754.37236,1313.905123618511
2014-06-28,3500100025,300000.0,4,1.0,127.27711,789.582597,1.0,0,0,3,7,127.27711,0.0,1949,0,98155,47.736,-122.301,127.27711,760.596861,2357.0616900399455
2015-04-22,5152100110,530000.0,4,2.0,199.74145,1315.599383,1.0,0,2,3,8,123.56099,76.18046,1966,0,98003,47.3376,-122.323,214.60593,1303.800702,2653.4302219193864
2014-12-16,3298600850,235000.0,3,1.75,127.27711,1303.42909,1.0,0,0,4,8,127.27711,0.0,1977,0,98092,47.2969,-122.163,195.09629999999999,1417.69978,1846.3649905312905
2015-01-05,3856902250,593500.0,3,1.0,127.27711,371.612,2.0,0,0,4,8,127.27711,0.0,1918,0,98105,47.6711,-122.324,127.27711,371.612,4663.053710129025
2014-07-23,8887001140,562000.0,3,3.0,305.65087,7475.997313,2.0,0,2,4,8,216.46399,89.18688,1975,0,98070,47.504,-122.464,170.01248999999999,2832.984082,1838.6991667977259
2015-04-27,2621069066,585000.0,3,2.0,296.36057,19263.065438,2.0,0,0,3,9,296.36057,0.0,1994,0,98022,47.2737,-122.015,272.20579,19182.054022,1973.9468040569634
2014-05-30,251620090,2400000.0,4,3.25,384.61842,1926.250802,1.0,0,1,3,10,306.5799,78.03852,1977,2005,98004,47.6344,-122.215,373.47006,1858.803224,6239.9507543086465
2015-02-24,3546000090,199500.0,3,1.75,157.00607,826.929603,1.0,0,0,3,7,157.00607,0.0,1986,0,98030,47.3546,-122.176,157.00607,699.745396,1270.6515104798177
2014-09-02,3359500755,544500.0,5,1.0,157.00607,301.00572,1.5,0,0,3,7,157.00607,0.0,1914,0,98115,47.6746,-122.325,114.27069,418.0635,3468.0187842419086
2015-02-18,3579800485,394900.0,3,1.0,132.85129,1242.11311,1.0,0,0,3,7,132.85129,0.0,1962,0,98034,47.7317,-122.241,155.14801,935.997725,2972.4965410572977
2014-07-31,2919201335,912000.0,4,3.75,183.94794,380.437785,2.0,0,0,3,9,183.94794,0.0,2009,0,98103,47.6901,-122.356,137.49644,356.74752,4957.924508423416
2014-07-10,1796370930,260000.0,3,2.5,138.42547,752.700106,2.0,0,0,4,7,138.42547,0.0,1990,0,98042,47.3712,-122.092,152.36092,737.928529,1878.2670559110259
2015-02-19,3864000090,858000.0,5,3.0,336.30886,1187.114534,1.0,0,2,5,8,176.5157,159.79316,1964,0,98006,47.5512,-122.191,272.20579,991.182107,2551.22627456202
2014-12-09,8651100110,1275000.0,4,2.5,252.69616,1528.625962,1.0,0,1,5,9,173.72861,78.96755,1963,0,98040,47.5489,-122.216,330.73468,1485.797679,5045.585180241757
2015-05-13,8731730590,242150.0,4,1.75,138.42547,793.763232,1.0,0,0,4,7,138.42547,0.0,1970,0,98031,47.3894,-122.166,109.62554,777.783916,1749.3167984186725
2014-10-30,1761100300,220000.0,3,1.75,114.27069,668.9016,1.0,0,0,3,7,114.27069,0.0,1986,0,98023,47.2881,-122.363,143.07062,669.83063,1925.2530985854728
2015-04-30,9542800820,235000.0,3,2.0,176.5157,741.36594,1.0,0,0,4,7,124.49002,52.02568,1977,0,98023,47.305,-122.373,157.00607,728.35952,1331.3263352778251
2014-10-21,2644900110,370000.0,3,1.75,142.14159,956.9009,1.0,0,0,4,7,142.14159,0.0,1978,0,98133,47.7767,-122.356,180.23182,918.160349,2603.038280351303
2014-10-03,1626069198,450000.0,3,1.75,212.74787,4168.185998,1.0,0,0,3,8,129.13517,83.6127,1981,0,98077,47.7398,-122.041,223.89623,4168.185998,2115.17981355113
2014-07-11,5101408593,534950.0,5,1.5,208.10272,588.726311,1.0,0,0,3,8,118.91584,89.18688,1956,0,98125,47.7046,-122.316,173.72861,592.72114,2570.6055163526935
2015-03-15,7853270100,730000.0,4,2.5,322.37341,1325.818713,2.0,0,0,3,9,322.37341,0.0,2005,0,98065,47.5423,-121.877,320.51535,871.43014,2264.4547514014885
2014-09-25,3308030100,465000.0,4,2.5,283.35415,3014.70235,1.0,0,0,4,8,143.99965,139.3545,1983,0,98030,47.3626,-122.209,218.32205,1429.77717,1641.0559012458436
2014-08-01,1330280100,178000.0,3,1.0,102.1933,532.705802,1.0,0,0,4,7,102.1933,0.0,1955,0,98030,47.3632,-122.174,164.43831,562.06315,1741.7971628277003
2015-02-09,2212200090,215000.0,3,1.0,149.57383,663.32742,1.0,0,0,3,7,100.33524,49.23859,1976,0,98031,47.3943,-122.189,167.2254,706.0628,1437.4172273318134
2015-03-12,9264921140,300000.0,3,2.75,177.44473,1440.739724,1.0,0,0,3,8,112.41263,65.0321,1984,0,98023,47.3128,-122.345,227.61235,742.2020669999999,1690.667285526034
2014-05-15,8902000068,430000.0,3,2.0,140.28353,656.452598,1.0,0,2,3,7,114.27069,26.01284,1973,0,98125,47.7053,-122.303,181.16085,751.492367,3065.2208423896946
2014-07-31,7338000850,183000.0,3,1.5,118.91584,405.614498,2.0,0,0,4,6,118.91584,0.0,1985,0,98002,47.335,-122.215,118.91584,405.614498,1538.903479973736
2014-06-12,2770600853,585000.0,3,2.5,177.44473,139.447403,2.5,0,0,3,8,142.14159,35.30314,2007,0,98199,47.6441,-122.385,163.50928,162.58025,3296.8012067757663
2014-07-16,4239400740,192950.0,3,1.0,108.69651,309.36699,2.0,0,0,4,6,108.69651,0.0,1969,0,98092,47.3155,-122.182,101.26427,309.36699,1775.1259907056813
2014-09-26,6184700100,599000.0,2,1.0,143.99965,716.560839,1.0,0,0,3,7,143.99965,0.0,1930,1979,98117,47.7005,-122.358,124.49002,589.93405,4159.732332682753
2014-07-08,3157600615,326500.0,3,1.0,98.47718,735.79176,1.0,0,0,4,7,98.47718,0.0,1968,0,98106,47.5649,-122.358,98.47718,692.7776709999999,3315.4889285009986
2014-07-18,6145601810,358803.0,2,1.0,96.61912,535.585795,1.0,0,0,3,7,96.61912,0.0,1944,0,98133,47.7024,-122.346,96.61912,357.119132,3713.581742412889
2014-05-28,1235700042,537000.0,3,2.5,143.99965,1200.30676,2.0,0,0,5,7,143.99965,0.0,1999,0,98033,47.6973,-122.194,242.47683,1003.3524,3729.175730635456
2014-10-23,7781600025,1155000.0,3,2.5,231.32847,2293.867973,1.0,1,4,4,9,146.78674,84.54173,1961,0,98146,47.488,-122.364,260.1284,2240.913263,4992.900355066542
2015-01-29,7116500705,156000.0,2,1.0,85.47076,547.105767,1.0,0,0,4,6,85.47076,0.0,1950,0,98002,47.3012,-122.218,112.41263,574.14054,1825.1855956352792
2015-03-25,2320069206,219000.0,3,1.0,116.12875,768.865228,1.5,0,0,5,6,116.12875,0.0,1939,0,98022,47.2092,-121.997,116.12875,816.803176,1885.8379169671593
2015-05-01,1794501390,1190000.0,3,1.5,235.97362,250.8381,2.0,0,0,4,8,151.43189,84.54173,1922,0,98119,47.637,-122.361,234.11556,501.6762,5042.936579097273
2015-04-27,2122059160,248000.0,5,1.75,203.45757,1559.655564,1.0,0,2,3,8,128.20614,75.25143,1978,0,98030,47.3764,-122.176,178.37376,777.226498,1218.9273665265932
2015-02-09,2421069039,340000.0,3,1.75,124.49002,18210.84606,1.0,0,0,4,7,124.49002,0.0,1987,0,98010,47.2931,-121.992,209.03175,21574.86369,2731.1426249268816
2015-04-22,5452800495,899100.0,5,2.5,223.89623,1421.4159,1.0,0,0,4,8,130.0642,93.83203,1975,0,98040,47.5416,-122.231,226.68332,1421.4159,4015.699594405855
2014-07-28,4024100961,346950.0,3,1.75,170.01248999999999,1017.659462,1.0,0,0,3,7,170.01248999999999,0.0,1963,0,98155,47.7554,-122.306,171.87055,801.195472,2040.7324191299124
2014-09-17,7857001560,330000.0,3,1.0,171.87055,536.514825,2.0,0,0,3,6,161.65122,10.21933,1928,0,98108,47.5446,-122.296,141.21256,332.406934,1920.049711832539
2014-07-31,9540100025,325000.0,3,1.0,130.99323,766.44975,1.0,0,0,3,7,130.99323,0.0,1954,0,98177,47.7621,-122.36,146.78674,766.44975,2481.044249386018
2014-10-27,2473410740,315000.0,3,1.75,135.63838,732.447252,1.0,0,0,3,8,135.63838,0.0,1975,0,98058,47.4457,-122.128,190.45115,669.83063,2322.351535015384
2014-06-23,2770604365,649950.0,3,2.5,139.3545,127.741625,2.0,0,0,3,9,111.4836,27.8709,2014,0,98119,47.6451,-122.375,156.07704,151.153181,4664.004391677341
2014-08-25,173000025,316000.0,3,1.0,104.98039,668.9016,1.5,0,0,4,6,104.98039,0.0,1942,0,98133,47.7298,-122.355,125.41905,126.162274,3010.085978914729
2014-06-17,7853340490,386000.0,2,2.5,150.50286,296.917988,2.0,0,0,3,8,150.50286,0.0,2008,0,98065,47.5167,-121.878,162.58025,262.729684,2564.7353146644523
2015-04-08,239000115,535000.0,2,1.75,216.46399,676.33384,1.0,0,0,3,7,134.70935,81.75464,1982,0,98188,47.4282,-122.28,170.01248999999999,1131.372734,2471.5427263444603
2015-03-25,9528101032,600000.0,3,3.0,141.21256,167.2254,3.0,0,0,3,7,141.21256,0.0,2003,0,98115,47.6822,-122.326,141.21256,139.3545,4248.913835993059
2014-11-18,5416100110,339000.0,4,2.5,263.84452,812.529638,2.0,0,0,3,8,263.84452,0.0,2001,0,98022,47.19,-122.013,244.33489,919.7397,1284.8476064615631
2014-09-26,4331000265,167000.0,3,2.0,141.21256,692.684768,1.0,0,0,3,7,141.21256,0.0,1949,0,98166,47.4745,-122.343,161.65122,786.330992,1182.6143510180682
2014-12-15,5249803885,430000.0,3,1.0,161.65122,445.9344,1.0,0,0,3,8,161.65122,0.0,1952,0,98118,47.5596,-122.27,148.6448,445.9344,2660.047972418643
2014-08-21,7853301390,688000.0,4,4.0,371.612,864.834027,2.0,0,0,3,9,371.612,0.0,2007,0,98065,47.5421,-121.888,364.17976,747.683344,1851.3933888033755
2014-09-08,1376800025,834500.0,3,2.25,258.27034,557.418,1.0,0,3,4,9,155.14801,103.12233,1948,0,98199,47.6442,-122.406,258.27034,557.418,3231.1104712991823
2014-06-28,7639900025,1075000.0,4,4.25,325.1605,812.90125,1.0,0,4,5,9,198.81242,126.34808,1951,0,98177,47.7222,-122.367,288.92833,812.90125,3306.0596228631707
2014-12-01,2822059262,250000.0,3,1.0,98.47718,4856.225616,1.0,0,0,3,7,98.47718,0.0,1960,0,98030,47.36,-122.178,176.5157,554.723813,2538.659210184532
2015-04-10,8113100850,402500.0,3,1.0,119.84487,371.612,1.5,0,0,3,7,119.84487,0.0,1926,0,98118,47.5462,-122.277,107.76748,468.23112,3358.5083783728082
2014-12-16,565300110,432500.0,3,2.5,222.03817,597.8308049999999,1.0,0,0,3,8,148.6448,73.39337,1978,0,98034,47.726,-122.194,187.66406,678.1919,1947.8632885507927
2014-08-14,1887000100,485000.0,5,1.75,228.54138,1309.9323,1.0,0,0,3,7,128.20614,100.33524,1972,0,98028,47.7452,-122.224,188.407284,1029.179434,2122.153983668078
2014-08-20,8731990090,560000.0,4,2.75,272.20579,2043.866,1.0,0,3,4,9,146.78674,125.41905,1978,0,98023,47.3227,-122.384,272.20579,906.547474,2057.2670404990286
2014-10-21,3432500705,410000.0,4,2.25,204.3866,770.351676,2.0,0,0,3,7,204.3866,0.0,1990,0,98155,47.7456,-122.315,101.26427,770.16587,2006.0023504476321
2014-05-15,1015500300,455000.0,3,2.5,173.72861,682.279632,1.0,0,0,3,8,136.56741,37.1612,1980,0,98034,47.7265,-122.206,179.30279,682.279632,2619.0274589775395
2014-12-29,3972300100,459500.0,4,2.5,191.38018,833.154104,1.0,0,0,4,7,110.55457,80.82561,1975,0,98155,47.7686,-122.317,125.41905,833.525716,2400.980080591418
2014-12-12,3876300600,371000.0,4,1.75,149.57383,1050.268415,1.0,0,0,3,7,149.57383,0.0,1968,0,98034,47.727,-122.176,173.72861,1100.90055,2480.3804248376873
2015-02-20,2111010940,289500.0,3,2.25,196.95436,315.8702,2.0,0,0,3,7,196.95436,0.0,2002,0,98092,47.3364,-122.17,224.82526,315.8702,1469.883682696844
2014-10-21,2771102158,395000.0,3,3.5,134.70935,117.336489,2.0,0,0,3,8,107.76748,26.94187,2007,0,98199,47.6508,-122.383,129.13517,119.101646,2932.2389277358993
2014-06-14,1498304065,496752.0,2,1.0,183.94794,464.515,1.0,0,0,4,7,101.26427,82.68367,1923,0,98144,47.586,-122.295,159.79316,464.515,2700.5031967196805
2014-10-01,6150200375,227000.0,2,1.0,79.89658,631.7404,1.0,0,0,3,6,79.89658,0.0,1943,0,98133,47.7274,-122.337,113.34166,631.7404,2841.172926300475
2014-08-04,3343901340,330000.0,3,1.75,135.63838,860.374683,1.0,0,0,3,7,135.63838,0.0,1985,0,98056,47.5155,-122.189,143.99965,817.5464,2432.93970334945
2015-01-23,4037800015,480000.0,5,2.0,240.61877,799.89483,1.0,0,0,4,7,124.49002,116.12875,1958,0,98008,47.6112,-122.126,162.58025,799.89483,1994.8568434623783
2014-08-06,1626079066,290000.0,2,1.0,104.05136,20234.2734,1.0,0,0,3,6,104.05136,0.0,1976,0,98019,47.7378,-121.912,137.49644,20234.2734,2787.085147181161
2014-11-12,6200017,281000.0,3,1.0,124.49002,1982.178408,1.5,0,0,4,5,124.49002,0.0,1945,0,98032,47.4023,-122.273,124.49002,3502.721809,2257.209051777805
2015-04-07,5249805090,705000.0,4,1.5,165.36734,289.85735999999997,1.5,0,3,3,8,165.36734,0.0,1926,0,98118,47.5589,-122.264,158.86413,334.4508,4263.236017462698
2014-05-02,4217401055,1400000.0,4,2.5,271.27676,371.612,1.5,0,0,5,8,177.44473,93.83203,1909,0,98105,47.6578,-122.28,229.47041,371.612,5160.781188923076
2014-12-12,7738500475,485000.0,4,3.25,261.98646,614.181733,1.0,0,0,3,7,130.99323,130.99323,1958,0,98155,47.7473,-122.285,215.53496,614.181733,1851.2407091572593
2015-03-09,2767603250,622000.0,3,2.25,143.99965,178.280857,3.0,0,0,3,8,143.99965,0.0,2003,0,98107,47.6729,-122.379,143.99965,271.090954,4319.454943119654
2014-09-02,2620069113,380000.0,3,2.25,148.6448,3701.998744,1.0,0,3,4,8,148.6448,0.0,1958,0,98022,47.1991,-122.013,148.6448,3701.998744,2556.4298246558237
2014-11-26,3760500336,2125000.0,4,2.75,296.36057,1812.816239,2.0,0,4,4,10,296.36057,0.0,1982,0,98034,47.6991,-122.235,255.48325,1253.818888,7170.319587386406
2014-06-27,5101404563,561500.0,3,1.75,182.08988,592.72114,1.0,0,0,4,7,91.04494,91.04494,1939,0,98115,47.6975,-122.316,137.49644,592.72114,3083.6419904280237
2014-09-16,9407000600,242000.0,3,1.0,90.11591,891.8688,1.0,0,0,3,7,90.11591,0.0,1972,0,98045,47.4451,-121.768,103.12233,891.8688,2685.430352975407
2014-06-24,9353300600,348500.0,3,1.5,126.34808,996.477578,1.0,0,0,4,7,126.34808,0.0,1966,0,98059,47.4948,-122.134,153.28995,996.477578,2758.2532318654944
2015-03-26,9353300600,370000.0,3,1.5,126.34808,996.477578,1.0,0,0,4,7,126.34808,0.0,1966,0,98059,47.4948,-122.134,153.28995,996.477578,2928.418065395216
2015-04-14,993000090,752000.0,6,3.75,353.96043,619.012689,2.0,0,0,4,8,353.96043,0.0,1977,0,98103,47.6938,-122.34,149.57383,423.730583,2124.531264695322
2014-10-31,1796361140,230000.0,3,1.75,124.49002,766.44975,1.0,0,0,3,7,102.1933,22.29672,1985,0,98042,47.3668,-122.09,143.07062,730.21758,1847.5376580387729
2015-03-18,1112000031,715000.0,3,2.25,184.87697,462.37823099999997,3.0,0,0,3,9,184.87697,0.0,2012,0,98118,47.5404,-122.268,118.91584,464.515,3867.436814872074
2015-04-17,2822049160,240415.0,3,1.75,104.05136,946.402861,1.0,0,0,3,7,104.05136,0.0,1968,0,98198,47.3694,-122.311,176.5157,811.600608,2310.5416402053756
